名称,路径,级别,类型,年份,体积(字节)
品职教育 CFA 三级 知识框架图 GIPS.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/最终奶茶课/品职教育 CFA 三级 知识框架图 GIPS.pdf,三级,文件,2024,6432634
品职教育 CFA 三级 知识框架图 Institutional IPS.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/最终奶茶课/品职教育 CFA 三级 知识框架图 Institutional IPS.pdf,三级,文件,2024,13116491
品职教育 CFA 三级 知识框架图 Trading & Performance.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/最终奶茶课/品职教育 CFA 三级 知识框架图 Trading & Performance.pdf,三级,文件,2024,10655701
2022 CFA L3 原版书课后题比对.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 课后题整理（重要，反复做了三次，完整版解析包含自己整理的答案解读）/2022 CFA L3 原版书课后题比对.pdf,三级,文件,2024,47575175
第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）,三级,文件夹,2024,
品职,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）/品职,三级,文件夹,2024,
品职强化,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）/品职强化,三级,文件夹,2024,
12.品职教育 CFA III 强化串讲 Ethics.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）/品职强化/12.品职教育 CFA III 强化串讲 Ethics.pdf,三级,文件,2024,8973390
4.品职教育 CFA III 强化串讲 Asset Allocation(OCR).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）/品职强化/4.品职教育 CFA III 强化串讲 Asset Allocation(OCR).pdf,三级,文件,2024,10574106
品职道德讲义.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第五轮 强化班&品职整理笔记（根据强化班课程自行整理，已分大纲，看品职强化文件夹即可）/品职强化/品职道德讲义.pdf,三级,文件,2024,248275394
品职教育2023年CFA三级主观题抢分百宝袋.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第八轮 错题整理（已按照科目及知识点分类，共700页左右，此外含有个人总结难理解及易混知识点，看最终错题本地版）/最终复习/品职教育2023年CFA三级主观题抢分百宝袋.pdf,三级,文件,2024,10817662
品职教育2023年CFA三级公式密钥配套练习.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第八轮 错题整理（已按照科目及知识点分类，共700页左右，此外含有个人总结难理解及易混知识点，看最终错题本地版）/最终复习/品职教育2023年CFA三级公式密钥配套练习.pdf,三级,文件,2024,24395959
2022_CFA_LIII_MockExamA-Answer Key.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第六轮 历年mock（主要做当年的mock及其他年度的职业伦理）/2022_CFA_LIII_MockExamA-Answer Key.pdf,三级,文件,2024,439376
品职教育2023.08 CFA三级考前押题合集(无答案版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第六轮 押题（反复做，考前最后一天复习材料）/品职教育2023.08 CFA三级考前押题合集(无答案版).pdf,三级,文件,2024,7207406
品职教育2023.08 CFA三级考前押题合集(有答案版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第六轮 押题（反复做，考前最后一天复习材料）/品职教育2023.08 CFA三级考前押题合集(有答案版).pdf,三级,文件,2024,22007532
CFA三级SS14机构IPS案例 Irene 打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA三级SS14机构IPS案例 Irene 打印版.pdf,三级,文件,2024,381468
CFA三级SS14机构IPS案例 Irene 标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA三级SS14机构IPS案例 Irene 标准版.pdf,三级,文件,2024,1305996
CFA三级基础段SS13_Icy__标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA三级基础段SS13_Icy__标准版.pdf,三级,文件,2024,1281598
CFA三级基础段SS3_资产配置_Vincent_（标准版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA三级基础段SS3_资产配置_Vincent_（标准版）.pdf,三级,文件,2024,1743872
CFA三级基础段另类_Icy__打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA三级基础段另类_Icy__打印版.pdf,三级,文件,2024,489792
CFA三级基础段另类_Icy__标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA三级基础段另类_Icy__标准版.pdf,三级,文件,2024,813746
CFA三级基础段另类_Irene_（标准版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA三级基础段另类_Irene_（标准版）.pdf,三级,文件,2024,922551
CFA三级基础段固定收益组合管理_Bob__打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA三级基础段固定收益组合管理_Bob__打印版.pdf,三级,文件,2024,2469458
CFA三级基础段道德_Bob__打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA三级基础段道德_Bob__打印版.pdf,三级,文件,2024,1136046
CFA三级私人财富管理 Irene 打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA三级私人财富管理 Irene 打印版.pdf,三级,文件,2024,692212
CFA闪卡（三级）,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）,三级,文件夹,2024,
品职教育2022年CFA三级 Flashcard_Behavioral Finance.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级 Flashcard_Behavioral Finance.pdf,三级,文件,2024,1980687
品职教育2022年CFA三级 Flashcard_Private Wealth Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级 Flashcard_Private Wealth Management.pdf,三级,文件,2024,3552137
品职教育2022年CFA三级 Flashcard_Trading&performance.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级 Flashcard_Trading&performance.pdf,三级,文件,2024,4407218
品职教育2022年CFA三级Flashcard_Alternatives.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级Flashcard_Alternatives.pdf,三级,文件,2024,1462940
品职教育2022年CFA三级Flashcard_CME.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级Flashcard_CME.pdf,三级,文件,2024,3566265
品职教育2022年CFA三级Flashcard_Derivatives.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级Flashcard_Derivatives.pdf,三级,文件,2024,2516583
品职教育2022年CFA三级Flashcard_Fixed-income.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级Flashcard_Fixed-income.pdf,三级,文件,2024,7681495
品职教育2022年CFA三级Flashcard_Portfolio Management for Institutional Investors.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/CFA闪卡（三级）/品职教育2022年CFA三级Flashcard_Portfolio Management for Institutional Investors.pdf,三级,文件,2024,4845938
合并 品职教育2022年CFA三级practice exam选题 无答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/三级PE资料/合并 品职教育2022年CFA三级practice exam选题 无答案.pdf,三级,文件,2024,40492425
品职教育2022年CFA三级practice exam选题 有答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/三级PE资料/品职教育2022年CFA三级practice exam选题 有答案.pdf,三级,文件,2024,136476420
11.品职教育 CFA III 例题课Global Investment Performance Standards (GIPS) .pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/11.品职教育 CFA III 例题课Global Investment Performance Standards (GIPS) .pdf,三级,文件,2024,2090335
2.品职教育 CFA III 例题课 Behavioral Finance.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/2.品职教育 CFA III 例题课 Behavioral Finance.pdf,三级,文件,2024,2394076
6.品职教育 CFA III 例题课 Derivatives and Currency Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/6.品职教育 CFA III 例题课 Derivatives and Currency Management.pdf,三级,文件,2024,108895846
7.品职教育 CFA III 例题课 Alternative Management1.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/7.品职教育 CFA III 例题课 Alternative Management1.pdf,三级,文件,2024,41383461
8.品职教育 CFA III 例题课 Portfolio Management for Institutional Investors.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/8.品职教育 CFA III 例题课 Portfolio Management for Institutional Investors.pdf,三级,文件,2024,22943835
9.品职教育 CFA III 例题课 Fixed-Income Portfolio Management.docx,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/9.品职教育 CFA III 例题课 Fixed-Income Portfolio Management.docx,三级,文件,2024,576767
9.品职教育 CFA III 例题课 Fixed-Income Portfolio Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/例题课讲义/9.品职教育 CFA III 例题课 Fixed-Income Portfolio Management.pdf,三级,文件,2024,92546766
1.品职教育 CFA I Ethics & Professional standards.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA I Ethics & Professional standards.pdf,三级,文件,2024,155294607
1.品职教育 CFA III Alternative Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Alternative Management.pdf,三级,文件,2024,57872908
1.品职教育 CFA III Behavioral Finance.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Behavioral Finance.pdf,三级,文件,2024,19824525
1.品职教育 CFA III Equity Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Equity Management.pdf,三级,文件,2024,63409995
1.品职教育 CFA III Fixed Income.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Fixed Income.pdf,三级,文件,2024,51592286
1.品职教育 CFA III Global Investment Performance Standards.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Global Investment Performance Standards.pdf,三级,文件,2024,34687995
1.品职教育 CFA III Portfolio Management for Institutional Investors.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Portfolio Management for Institutional Investors.pdf,三级,文件,2024,62561328
1.品职教育 CFA III Private Wealth Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Private Wealth Management.pdf,三级,文件,2024,87760007
1.品职教育 CFA III Trading， Performance Evaluation and Manager Selection.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III Trading， Performance Evaluation and Manager Selection.pdf,三级,文件,2024,63338790
1.品职教育 CFA III 个人IPS Case Study.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/1.品职教育 CFA III 个人IPS Case Study.pdf,三级,文件,2024,41993390
13.品职教育 CFA III Asset Manager Code基础段.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/13.品职教育 CFA III Asset Manager Code基础段.pdf,三级,文件,2024,21636827
2.品职教育 CFA III 个人IPS Sample.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/2.品职教育 CFA III 个人IPS Sample.pdf,三级,文件,2024,2812512
3.品职教育 CFA III 机构IPS Case Study Reading 28 Quinco Case.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/基础讲义/3.品职教育 CFA III 机构IPS Case Study Reading 28 Quinco Case.pdf,三级,文件,2024,27372408
10.品职教育 CFA III 强化串讲 Global Investment Performance Standards.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/强化串讲讲义/10.品职教育 CFA III 强化串讲 Global Investment Performance Standards.pdf,三级,文件,2024,6428165
11.品职教育 CFA III 强化串讲 Derivatives and Currency Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/强化串讲讲义/11.品职教育 CFA III 强化串讲 Derivatives and Currency Management.pdf,三级,文件,2024,8495256
2.品职教育 CFA III 强化串讲 Capital Market Expectations.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/强化串讲讲义/2.品职教育 CFA III 强化串讲 Capital Market Expectations.pdf,三级,文件,2024,11981905
3.品职教育 CFA III 强化串讲 Private Wealth Management(OCR).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/强化串讲讲义/3.品职教育 CFA III 强化串讲 Private Wealth Management(OCR).pdf,三级,文件,2024,18847699
3.品职教育 CFA III 强化串讲 Private Wealth Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/强化串讲讲义/3.品职教育 CFA III 强化串讲 Private Wealth Management.pdf,三级,文件,2024,18783295
5.品职教育 CFA III 强化串讲 Equity Portfolio Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/强化串讲讲义/5.品职教育 CFA III 强化串讲 Equity Portfolio Management.pdf,三级,文件,2024,10256565
7.品职教育 CFA III 强化串讲 Portfolio Management for Institutional Investors.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/强化串讲讲义/7.品职教育 CFA III 强化串讲 Portfolio Management for Institutional Investors.pdf,三级,文件,2024,13135028
9.品职教育 CFA III 强化串讲 Trading， Performance Evaluation， and Manager Selection.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/强化串讲讲义/9.品职教育 CFA III 强化串讲 Trading， Performance Evaluation， and Manager Selection.pdf,三级,文件,2024,10662726
1.品职教育 CFA III 经典题 Behavioral Finance(无答案版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/无答案版/1.品职教育 CFA III 经典题 Behavioral Finance(无答案版).pdf,三级,文件,2024,14658663
10.品职教育 CFA III 经典题 Equity Portfolio Management 无答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/无答案版/10.品职教育 CFA III 经典题 Equity Portfolio Management 无答案.pdf,三级,文件,2024,23727149
12.品职教育 CFA III 经典题 Asset Allocation 无答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/无答案版/12.品职教育 CFA III 经典题 Asset Allocation 无答案.pdf,三级,文件,2024,31429307
15.品职教育 CFA III 经典题 机构IPS（选择题无答案版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/无答案版/15.品职教育 CFA III 经典题 机构IPS（选择题无答案版）.pdf,三级,文件,2024,4869503
6.品职教育 CFA III 经典题 Capital Market Expectations 无答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/无答案版/6.品职教育 CFA III 经典题 Capital Market Expectations 无答案.pdf,三级,文件,2024,12865705
品职教育 CFA III 经典题 Ethics（有答案版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/无答案版/品职教育 CFA III 经典题 Ethics（有答案版）.pdf,三级,文件,2024,17067698
11.品职教育 CFA III 经典题 Asset Allocation 有答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/11.品职教育 CFA III 经典题 Asset Allocation 有答案.pdf,三级,文件,2024,56568008
13.品职教育 CFA III 经典题 Fixed Income 有答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/13.品职教育 CFA III 经典题 Fixed Income 有答案.pdf,三级,文件,2024,60965488
16.品职教育 CFA III 经典题 机构IPS（选择题有答案版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/16.品职教育 CFA III 经典题 机构IPS（选择题有答案版）.pdf,三级,文件,2024,7646154
2.品职教育 CFA III 经典题 Behavioral Finance(有答案版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/2.品职教育 CFA III 经典题 Behavioral Finance(有答案版).pdf,三级,文件,2024,39389841
9.品职教育 CFA III 经典题 Equity Portfolio Management 有答案(OCR).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第四轮 pz习题汇总（重点做经典题和例题，已区分有答案版和无答案版，已建立书签检索）/经典题通关讲义/有答案版/9.品职教育 CFA III 经典题 Equity Portfolio Management 有答案(OCR).pdf,三级,文件,2024,60229850
